domain_var,subdomain_var,pillar_var,country_iso,assessment_type,score,rating,date,outlook
hard-power,national-security,nuclear-capability,TKM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TKM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TLS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TLS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TON,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TON,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TTO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TTO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TUN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TUN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TUR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TUR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TUV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TUV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TWN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TWN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TZA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TZA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,UGA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,UGA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,UKR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,UKR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,UMI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,UMI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,URY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,URY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,USA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,USA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,UZB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,UZB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,VAT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,VAT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,VCT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,VCT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,VEN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,VEN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,VGB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,VGB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,VIR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,VIR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,VNM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,VNM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,VUT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,VUT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,WLF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,WLF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,WSM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,WSM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,YEM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,YEM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ZAF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ZAF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ZMB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ZMB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ZWE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ZWE,pillar,2,SP,Aug 2025,Stable
